Center X,Center Y,Speed X,Speed Y
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
70.5,93.0,-1.6081487783003958,0.0
71.0,93.0,1.9252570893348795,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
70.5,93.0,-1.735283115840605,0.0
71.0,93.0,1.8442043277427655,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
71.0,93.0,0.0,0.0
Center X,Center Y,Speed X,Speed Y
71.0,93.5,0.0,1.884691347497804
